Job_Title,Industry,Company_Size,Location,AI_Adoption_Level,Automation_Risk,Required_Skills,Salary_USD,Remote_Friendly,Job_Growth_Projection,Salary_Band,Risk_Adoption_Combo
Hr Manager,Energy,Large,Toronto,High,Low,Sales,71854.79906477756,No,Decline,Low,Low_High
Marketing Specialist,Entertainment,Medium,Berlin,Low,Low,Python,68323.78300026328,Yes,Stable,Low,Low_Low
Ai Researcher,Finance,Small,Dubai,Medium,Medium,Javascript,126266.82410491098,No,Growth,Very High,Medium_Medium
Product Manager,Finance,Small,Toronto,Low,Low,Python,101822.17227077084,No,Decline,High,Low_Low
Ai Researcher,Healthcare,Small,Tokyo,Low,High,Data Analysis,117936.96403626657,Yes,Growth,Very High,High_Low
Data Scientist,Telecommunications,Large,Toronto,Low,Medium,Machine Learning,72921.20583224614,Yes,Growth,Low,Medium_Low
Ai Researcher,Finance,Medium,London,Medium,Low,Cybersecurity,71529.49216462541,No,Stable,Low,Low_Medium
Marketing Specialist,Finance,Small,San Francisco,Low,High,Cybersecurity,82827.81361084916,Yes,Decline,Mid,High_Low
Data Scientist,Manufacturing,Small,Sydney,Medium,Medium,Project Management,73518.82316921977,No,Growth,Low,Medium_Medium
Ai Researcher,Manufacturing,Medium,San Francisco,Low,High,Javascript,104107.30420456902,No,Decline,Very High,High_Low
Marketing Specialist,Healthcare,Small,London,High,Low,Communication,74977.47886147109,Yes,Decline,Low,Low_High
Product Manager,Telecommunications,Medium,Sydney,Low,Low,Sales,66566.60283865419,Yes,Stable,Low,Low_Low
Ai Researcher,Education,Medium,Tokyo,Low,Low,Communication,92840.30824510464,Yes,Decline,High,Low_Low
Marketing Specialist,Manufacturing,Medium,Dubai,High,Low,Project Management,64200.27648349573,Yes,Decline,Low,Low_High
Hr Manager,Education,Medium,Singapore,Medium,Medium,Data Analysis,54010.72137049221,No,Growth,Low,Medium_Medium
Operations Manager,Technology,Medium,London,Medium,Medium,Sales,92665.14467722556,No,Stable,High,Medium_Medium
Hr Manager,Manufacturing,Large,Paris,Low,High,Machine Learning,55015.5991397958,Yes,Decline,Low,High_Low
Operations Manager,Entertainment,Small,London,High,Low,Communication,105505.58792590846,Yes,Growth,Very High,Low_High
Software Engineer,Telecommunications,Large,London,Medium,High,Machine Learning,62093.32547494408,No,Stable,Low,High_Medium
Software Engineer,Healthcare,Small,Sydney,Low,Medium,Communication,45186.52427160505,No,Stable,Low,Medium_Low
Software Engineer,Technology,Large,New York,High,Low,Machine Learning,84124.06699718411,No,Growth,Mid,Low_High
Product Manager,Telecommunications,Medium,Toronto,Medium,Low,Communication,92891.89006592968,No,Growth,High,Low_Medium
Hr Manager,Entertainment,Small,New York,Medium,Medium,Machine Learning,99829.50127363882,Yes,Growth,High,Medium_Medium
Operations Manager,Telecommunications,Small,Tokyo,High,Medium,Project Management,93440.31398031706,No,Growth,High,Medium_High
Marketing Specialist,Entertainment,Large,Paris,High,Medium,Marketing,68813.74757764515,No,Growth,Low,Medium_High
Data Scientist,Entertainment,Large,Dubai,High,Medium,Sales,104261.22361853208,Yes,Decline,Very High,Medium_High
Marketing Specialist,Education,Small,Berlin,High,Medium,Javascript,109202.77012959492,No,Decline,Very High,Medium_High
Data Scientist,Energy,Large,Tokyo,Low,Low,Data Analysis,65884.75743088922,No,Stable,Low,Low_Low
Sales Manager,Technology,Large,Berlin,High,Medium,Ux/Ui Design,86379.87722680772,Yes,Decline,Mid,Medium_High
Marketing Specialist,Telecommunications,Large,Berlin,Medium,Low,Python,84511.1994578196,Yes,Decline,Mid,Low_Medium
Ai Researcher,Retail,Medium,Dubai,Medium,Low,Javascript,94407.63165576068,Yes,Decline,High,Low_Medium
Ai Researcher,Technology,Medium,San Francisco,Low,Medium,Python,85901.52416451782,No,Growth,Mid,Medium_Low
Cybersecurity Analyst,Energy,Large,New York,Medium,Medium,Sales,88642.44455854046,No,Stable,Mid,Medium_Medium
Hr Manager,Technology,Large,London,Medium,Low,Javascript,102836.31060483382,Yes,Stable,High,Low_Medium
Data Scientist,Finance,Medium,Singapore,High,Medium,Machine Learning,67722.93800797733,Yes,Stable,Low,Medium_High
Data Scientist,Retail,Medium,Berlin,Medium,Medium,Machine Learning,104747.46270521649,No,Stable,Very High,Medium_Medium
Hr Manager,Energy,Small,Paris,Low,Medium,Ux/Ui Design,112822.65463062502,Yes,Decline,Very High,Medium_Low
Product Manager,Education,Small,Tokyo,High,High,Python,122682.69986977737,Yes,Decline,Very High,High_High
Cybersecurity Analyst,Telecommunications,Medium,San Francisco,High,Low,Data Analysis,47132.65351725282,Yes,Growth,Low,Low_High
Product Manager,Transportation,Large,Berlin,Low,High,Sales,86341.96685769563,No,Stable,Mid,High_Low
Product Manager,Energy,Large,San Francisco,High,Medium,Machine Learning,50697.98851292822,No,Decline,Low,Medium_High
Product Manager,Healthcare,Large,San Francisco,High,High,Marketing,41298.72620454353,No,Decline,Low,High_High
Hr Manager,Telecommunications,Large,Berlin,Low,Medium,Project Management,92881.86095214955,No,Growth,High,Medium_Low
Product Manager,Energy,Small,Sydney,High,High,Project Management,82016.96414299277,No,Growth,Mid,High_High
Ai Researcher,Finance,Medium,Toronto,Low,Medium,Communication,95997.01903541492,No,Growth,High,Medium_Low
Software Engineer,Transportation,Large,Paris,Low,High,Data Analysis,99722.55380174633,Yes,Decline,High,High_Low
Sales Manager,Finance,Small,London,Medium,High,Project Management,114957.91916215842,No,Decline,Very High,High_Medium
Data Scientist,Transportation,Large,London,Medium,High,Communication,91078.4085061156,No,Growth,Mid,High_Medium
Data Scientist,Healthcare,Medium,Paris,High,Low,Python,148467.11234638176,Yes,Stable,Very High,Low_High
Sales Manager,Telecommunications,Small,Sydney,High,High,Machine Learning,96128.19709970424,No,Growth,High,High_High
Hr Manager,Education,Medium,London,Low,Low,Machine Learning,126849.58089134425,No,Growth,Very High,Low_Low
Marketing Specialist,Finance,Medium,San Francisco,High,Medium,Marketing,43343.24398951503,Yes,Growth,Low,Medium_High
Hr Manager,Finance,Small,Dubai,Low,High,Javascript,116994.7905910125,Yes,Growth,Very High,High_Low
Data Scientist,Entertainment,Small,Tokyo,Low,Medium,Project Management,86384.7902040888,Yes,Decline,Mid,Medium_Low
Data Scientist,Transportation,Small,New York,High,Medium,Python,51033.05481145457,No,Stable,Low,Medium_High
Sales Manager,Manufacturing,Small,London,Low,High,Cybersecurity,98410.9021845624,Yes,Growth,High,High_Low
Product Manager,Telecommunications,Small,Paris,Medium,Low,Project Management,83940.88924031366,No,Stable,Mid,Low_Medium
Hr Manager,Transportation,Small,Dubai,High,High,Data Analysis,101601.06496896283,No,Stable,High,High_High
Operations Manager,Entertainment,Small,Berlin,Medium,Medium,Javascript,110221.52915102156,No,Stable,Very High,Medium_Medium
Sales Manager,Technology,Large,Toronto,High,Medium,Project Management,60216.99766476808,No,Growth,Low,Medium_High
Ai Researcher,Transportation,Medium,Paris,Low,High,Python,110298.37964910315,Yes,Decline,Very High,High_Low
Data Scientist,Education,Small,San Francisco,High,Low,Project Management,90129.58968441431,Yes,Growth,Mid,Low_High
Sales Manager,Telecommunications,Large,Toronto,Medium,Low,Data Analysis,117056.82349386544,No,Stable,Very High,Low_Medium
Hr Manager,Entertainment,Large,Tokyo,Low,Medium,Cybersecurity,85897.03542004264,Yes,Stable,Mid,Medium_Low
Data Scientist,Technology,Large,Tokyo,High,Medium,Sales,80591.82214937158,No,Decline,Mid,Medium_High
Marketing Specialist,Retail,Medium,Sydney,High,Low,Ux/Ui Design,90541.08081377904,No,Growth,Mid,Low_High
Sales Manager,Entertainment,Small,Singapore,High,High,Cybersecurity,92037.21412759706,No,Stable,High,High_High
Cybersecurity Analyst,Retail,Large,Sydney,Medium,Medium,Communication,76744.30397016529,Yes,Decline,Low,Medium_Medium
Data Scientist,Telecommunications,Medium,Dubai,Medium,Low,Project Management,80073.90538089433,No,Stable,Mid,Low_Medium
Hr Manager,Finance,Medium,Toronto,High,Medium,Machine Learning,65462.48930972422,No,Decline,Low,Medium_High
Software Engineer,Entertainment,Medium,Singapore,Low,High,Marketing,81307.09820419611,Yes,Decline,Mid,High_Low
Operations Manager,Healthcare,Large,Berlin,Low,Low,Machine Learning,103526.20119995158,Yes,Growth,High,Low_Low
Ux Designer,Retail,Small,San Francisco,Medium,Medium,Cybersecurity,87252.91652187712,Yes,Stable,Mid,Medium_Medium
Product Manager,Education,Large,Toronto,Low,High,Machine Learning,110181.30592094656,Yes,Growth,Very High,High_Low
Ux Designer,Healthcare,Large,Sydney,Medium,Medium,Python,86291.41064693853,No,Stable,Mid,Medium_Medium
Hr Manager,Energy,Small,New York,High,High,Machine Learning,61369.64004553371,Yes,Growth,Low,High_High
Ai Researcher,Energy,Small,Singapore,Medium,High,Javascript,101945.49775113164,No,Stable,High,High_Medium
Ai Researcher,Technology,Small,Singapore,Medium,Low,Sales,76527.53717933195,Yes,Growth,Low,Low_Medium
Software Engineer,Finance,Medium,San Francisco,High,High,Project Management,85332.65422472931,Yes,Decline,Mid,High_High
Product Manager,Telecommunications,Small,London,Low,Medium,Machine Learning,114751.44094968236,Yes,Stable,Very High,Medium_Low
Cybersecurity Analyst,Entertainment,Large,Tokyo,Medium,High,Data Analysis,66782.59080556972,Yes,Stable,Low,High_Medium
Software Engineer,Manufacturing,Small,Tokyo,Medium,High,Sales,93294.8757492877,Yes,Decline,High,High_Medium
Ux Designer,Education,Large,New York,High,Low,Sales,89189.63299928416,Yes,Growth,Mid,Low_High
Software Engineer,Retail,Medium,Dubai,Low,High,Machine Learning,104018.51430874206,No,Stable,Very High,High_Low
Ux Designer,Telecommunications,Large,Dubai,Medium,High,Sales,107103.06730964044,Yes,Stable,Very High,High_Medium
Data Scientist,Healthcare,Large,Berlin,High,Medium,Marketing,95276.78008497784,Yes,Growth,High,Medium_High
Ai Researcher,Energy,Small,Toronto,Medium,Low,Machine Learning,82792.507068392,Yes,Decline,Mid,Low_Medium
Data Scientist,Education,Small,Paris,High,Low,Python,99467.4500805192,Yes,Growth,High,Low_High
Operations Manager,Manufacturing,Large,London,Low,Low,Cybersecurity,116713.11794289124,No,Growth,Very High,Low_Low
Product Manager,Entertainment,Small,Sydney,Low,High,Javascript,89454.20120720599,Yes,Growth,Mid,High_Low
Cybersecurity Analyst,Technology,Medium,Paris,Low,Low,Ux/Ui Design,84654.87771153946,Yes,Stable,Mid,Low_Low
Ux Designer,Manufacturing,Medium,Paris,Low,High,Communication,97763.4051533598,Yes,Decline,High,High_Low
Cybersecurity Analyst,Education,Small,Singapore,Medium,High,Sales,90774.54040739224,Yes,Decline,Mid,High_Medium
Ux Designer,Manufacturing,Medium,New York,Medium,Medium,Python,63245.81152164402,No,Growth,Low,Medium_Medium
Hr Manager,Education,Small,Tokyo,Low,Medium,Project Management,94786.61600794963,Yes,Stable,High,Medium_Low
Software Engineer,Education,Large,Berlin,Low,Medium,Project Management,63064.75182472472,No,Growth,Low,Medium_Low
Operations Manager,Transportation,Large,Dubai,Low,Medium,Communication,97489.6129281689,Yes,Stable,High,Medium_Low
Ai Researcher,Retail,Medium,New York,Medium,Medium,Javascript,74057.14551186866,No,Stable,Low,Medium_Medium
Ux Designer,Energy,Small,Singapore,Low,High,Sales,90737.49608372692,No,Stable,Mid,High_Low
Cybersecurity Analyst,Transportation,Small,Sydney,Low,High,Marketing,97811.87812398472,Yes,Stable,High,High_Low
Operations Manager,Entertainment,Medium,Berlin,Low,Low,Communication,139078.06691887142,Yes,Decline,Very High,Low_Low
Marketing Specialist,Transportation,Large,Singapore,High,High,Javascript,104854.99923573848,No,Stable,Very High,High_High
Marketing Specialist,Finance,Medium,Tokyo,Low,High,Sales,117295.97619484668,No,Stable,Very High,High_Low
Data Scientist,Finance,Large,Tokyo,High,Medium,Python,127434.9563738785,Yes,Growth,Very High,Medium_High
Ai Researcher,Energy,Small,Tokyo,High,High,Cybersecurity,99785.1183399889,No,Growth,High,High_High
Hr Manager,Manufacturing,Large,New York,Low,Medium,Marketing,95713.796005344,No,Decline,High,Medium_Low
Cybersecurity Analyst,Retail,Medium,New York,High,Low,Ux/Ui Design,68665.57782347569,No,Growth,Low,Low_High
Software Engineer,Energy,Small,Dubai,Low,Low,Project Management,87667.40135199211,Yes,Stable,Mid,Low_Low
Software Engineer,Education,Medium,Dubai,Medium,High,Data Analysis,75538.24540728275,No,Growth,Low,High_Medium
Cybersecurity Analyst,Healthcare,Medium,Sydney,Medium,Low,Python,81978.82299751228,No,Decline,Mid,Low_Medium
Product Manager,Retail,Large,Berlin,Medium,High,Project Management,127413.26752384935,No,Growth,Very High,High_Medium
Hr Manager,Retail,Medium,San Francisco,Medium,Low,Machine Learning,92292.4301839998,Yes,Growth,High,Low_Medium
Operations Manager,Education,Large,San Francisco,High,Medium,Data Analysis,72482.00844567783,Yes,Decline,Low,Medium_High
Ux Designer,Education,Small,Singapore,Low,Medium,Project Management,117490.66909382609,No,Decline,Very High,Medium_Low
Product Manager,Technology,Large,Tokyo,Low,Medium,Javascript,109105.50952474898,Yes,Stable,Very High,Medium_Low
Ux Designer,Energy,Small,Berlin,Low,Medium,Marketing,110153.06985200792,No,Growth,Very High,Medium_Low
Ux Designer,Education,Large,Paris,Medium,High,Project Management,49877.3959379521,Yes,Stable,Low,High_Medium
Product Manager,Finance,Medium,New York,Medium,Low,Ux/Ui Design,128973.41915442972,Yes,Growth,Very High,Low_Medium
Data Scientist,Entertainment,Large,Toronto,Low,High,Cybersecurity,78829.70515812226,No,Growth,Mid,High_Low
Marketing Specialist,Healthcare,Large,London,Medium,Medium,Javascript,105559.0954558551,Yes,Stable,Very High,Medium_Medium
Ux Designer,Energy,Small,Sydney,Low,High,Python,140475.99581234064,Yes,Growth,Very High,High_Low
Product Manager,Telecommunications,Medium,Tokyo,Low,Low,Python,133106.65496381235,Yes,Growth,Very High,Low_Low
Product Manager,Finance,Large,Tokyo,Low,High,Python,70448.75749054627,No,Growth,Low,High_Low
Sales Manager,Manufacturing,Medium,Tokyo,Low,Low,Python,61109.65325995454,Yes,Decline,Low,Low_Low
Data Scientist,Education,Large,New York,Low,High,Cybersecurity,118606.93197695856,Yes,Stable,Very High,High_Low
Ai Researcher,Telecommunications,Large,New York,Low,Low,Project Management,92841.11623188,No,Decline,High,Low_Low
Sales Manager,Education,Medium,London,Low,Low,Sales,79982.3711739584,Yes,Stable,Mid,Low_Low
Sales Manager,Retail,Large,Paris,Medium,Medium,Project Management,102424.37093878096,Yes,Stable,High,Medium_Medium
Cybersecurity Analyst,Finance,Medium,Berlin,Low,Low,Machine Learning,86742.40845081118,Yes,Growth,Mid,Low_Low
Marketing Specialist,Retail,Large,Tokyo,Low,Medium,Marketing,104026.48274097488,Yes,Stable,Very High,Medium_Low
Product Manager,Technology,Small,San Francisco,Medium,Medium,Data Analysis,91339.63615637466,Yes,Decline,Mid,Medium_Medium
Marketing Specialist,Retail,Medium,Dubai,Medium,Medium,Sales,104447.75856656334,No,Decline,Very High,Medium_Medium
Hr Manager,Technology,Large,San Francisco,Medium,High,Sales,72109.34621727222,No,Decline,Low,High_Medium
Cybersecurity Analyst,Technology,Large,Singapore,Low,High,Project Management,118489.24026265267,Yes,Stable,Very High,High_Low
Ai Researcher,Telecommunications,Small,San Francisco,High,High,Sales,103952.46741464877,Yes,Decline,High,High_High
Marketing Specialist,Education,Medium,Singapore,High,High,Communication,102925.94738807144,Yes,Stable,High,High_High
Software Engineer,Manufacturing,Large,Toronto,Medium,Low,Communication,67646.60145976013,No,Decline,Low,Low_Medium
Ux Designer,Retail,Small,Dubai,High,Low,Machine Learning,123992.64833288494,No,Decline,Very High,Low_High
Hr Manager,Finance,Large,San Francisco,Medium,High,Data Analysis,89725.67801267463,Yes,Stable,Mid,High_Medium
Data Scientist,Technology,Medium,Toronto,Low,Low,Ux/Ui Design,104560.97724859684,Yes,Decline,Very High,Low_Low
Ai Researcher,Education,Large,Sydney,High,Low,Cybersecurity,83543.51072506783,No,Growth,Mid,Low_High
Hr Manager,Healthcare,Large,Berlin,Low,Medium,Project Management,95217.78129364197,Yes,Stable,High,Medium_Low
Ux Designer,Energy,Large,Toronto,High,Medium,Cybersecurity,95942.54704238808,No,Stable,High,Medium_High
Cybersecurity Analyst,Telecommunications,Large,Berlin,Low,Medium,Ux/Ui Design,33601.38135993158,No,Stable,Low,Medium_Low
Ux Designer,Manufacturing,Small,San Francisco,High,Medium,Project Management,101648.96249309662,Yes,Growth,High,Medium_High
Sales Manager,Transportation,Small,Paris,Low,Low,Project Management,129306.82923444168,No,Stable,Very High,Low_Low
Ux Designer,Telecommunications,Medium,Toronto,Low,High,Data Analysis,100795.60517983914,Yes,Decline,High,High_Low
Sales Manager,Healthcare,Small,Dubai,High,Low,Cybersecurity,70845.83502220524,Yes,Decline,Low,Low_High
Cybersecurity Analyst,Energy,Small,San Francisco,Low,Low,Communication,102999.23132307774,Yes,Decline,High,Low_Low
Operations Manager,Healthcare,Medium,Tokyo,Low,Low,Python,111189.61060346678,Yes,Stable,Very High,Low_Low
Sales Manager,Retail,Small,New York,Low,Medium,Cybersecurity,100249.33032380774,Yes,Decline,High,Medium_Low
Data Scientist,Technology,Small,Toronto,High,Medium,Marketing,88517.45787139912,Yes,Stable,Mid,Medium_High
Ux Designer,Manufacturing,Medium,Dubai,High,Medium,Marketing,85157.01548352139,No,Decline,Mid,Medium_High
Ux Designer,Entertainment,Medium,Sydney,Low,High,Project Management,85073.80489266386,No,Growth,Mid,High_Low
Data Scientist,Technology,Medium,Tokyo,Low,Low,Python,103955.53802022424,No,Growth,High,Low_Low
Software Engineer,Entertainment,Large,Sydney,High,High,Javascript,61857.52009880744,No,Growth,Low,High_High
Product Manager,Energy,Large,San Francisco,High,Medium,Ux/Ui Design,82562.53678289187,Yes,Growth,Mid,Medium_High
Operations Manager,Education,Medium,New York,Low,High,Machine Learning,121912.19646021895,No,Stable,Very High,High_Low
Ai Researcher,Transportation,Medium,Toronto,Low,Low,Python,122683.90533154352,No,Decline,Very High,Low_Low
Sales Manager,Finance,Medium,Toronto,Low,Low,Machine Learning,60437.05824396676,No,Growth,Low,Low_Low
Data Scientist,Technology,Large,Paris,Medium,Medium,Cybersecurity,67371.72777472783,Yes,Stable,Low,Medium_Medium
Cybersecurity Analyst,Manufacturing,Large,Paris,High,Medium,Cybersecurity,84587.58840944126,No,Growth,Mid,Medium_High
Sales Manager,Healthcare,Small,San Francisco,Medium,High,Machine Learning,107851.79034228704,Yes,Growth,Very High,High_Medium
Product Manager,Manufacturing,Small,San Francisco,High,Medium,Ux/Ui Design,53450.51291894019,No,Stable,Low,Medium_High
Cybersecurity Analyst,Energy,Medium,New York,High,Medium,Python,88903.82730165044,Yes,Stable,Mid,Medium_High
Hr Manager,Entertainment,Large,Paris,High,Low,Javascript,80516.4168684071,Yes,Decline,Mid,Low_High
Ux Designer,Healthcare,Large,Dubai,High,Medium,Project Management,116519.29348570466,No,Decline,Very High,Medium_High
Hr Manager,Finance,Large,Dubai,High,Medium,Data Analysis,56461.83052061492,Yes,Growth,Low,Medium_High
Sales Manager,Finance,Medium,New York,High,Low,Cybersecurity,91850.81230987245,Yes,Growth,Mid,Low_High
Product Manager,Technology,Small,Dubai,High,Low,Marketing,82127.81125302812,No,Decline,Mid,Low_High
Operations Manager,Energy,Medium,Singapore,Medium,High,Ux/Ui Design,119395.97852554575,No,Decline,Very High,High_Medium
Sales Manager,Education,Small,Berlin,Low,Medium,Data Analysis,101953.052927065,No,Stable,High,Medium_Low
Data Scientist,Energy,Small,New York,Low,Low,Javascript,78283.6868148453,Yes,Decline,Low,Low_Low
Marketing Specialist,Entertainment,Medium,New York,Medium,High,Sales,107067.72886658164,Yes,Decline,Very High,High_Medium
Sales Manager,Manufacturing,Small,London,Medium,High,Project Management,82223.42293382852,Yes,Growth,Mid,High_Medium
Ux Designer,Finance,Small,Tokyo,Medium,Medium,Cybersecurity,109986.59422479507,No,Decline,Very High,Medium_Medium
Ux Designer,Manufacturing,Large,Tokyo,Medium,Medium,Project Management,85258.46018228843,Yes,Growth,Mid,Medium_Medium
Sales Manager,Manufacturing,Small,Singapore,High,High,Data Analysis,111093.33157537528,Yes,Decline,Very High,High_High
Cybersecurity Analyst,Manufacturing,Medium,Paris,Low,Low,Project Management,98721.639102545,Yes,Stable,High,Low_Low
Marketing Specialist,Finance,Medium,San Francisco,High,High,Sales,155209.82161382848,Yes,Decline,Very High,High_High
Data Scientist,Telecommunications,Small,San Francisco,Low,Medium,Data Analysis,88942.07989167991,Yes,Decline,Mid,Medium_Low
Sales Manager,Retail,Large,Sydney,Low,Low,Cybersecurity,97657.24583242898,Yes,Decline,High,Low_Low
Cybersecurity Analyst,Entertainment,Large,Singapore,Medium,Low,Python,80411.50516568137,Yes,Growth,Mid,Low_Medium
Ux Designer,Telecommunications,Small,New York,High,High,Marketing,90053.70681509557,No,Stable,Mid,High_High
Ux Designer,Entertainment,Small,Singapore,Medium,Medium,Data Analysis,35963.29731701118,No,Decline,Low,Medium_Medium
Product Manager,Healthcare,Medium,Singapore,High,High,Communication,99311.68033082064,No,Growth,High,High_High
Sales Manager,Energy,Small,Singapore,Low,High,Sales,116857.48425898825,Yes,Stable,Very High,High_Low
Marketing Specialist,Energy,Large,Tokyo,Medium,High,Data Analysis,97932.60009198709,Yes,Growth,High,High_Medium
Software Engineer,Transportation,Small,Singapore,Medium,Low,Data Analysis,63722.77084045245,No,Growth,Low,Low_Medium
Marketing Specialist,Energy,Medium,Berlin,Low,Low,Communication,73964.25694581997,Yes,Stable,Low,Low_Low
Ux Designer,Finance,Medium,San Francisco,Low,Medium,Cybersecurity,41396.15745687459,No,Decline,Low,Medium_Low
Ux Designer,Education,Medium,Sydney,Low,Medium,Data Analysis,109578.48013730848,Yes,Growth,Very High,Medium_Low
Hr Manager,Technology,Medium,Berlin,Medium,High,Marketing,69869.7341458084,Yes,Growth,Low,High_Medium
Ux Designer,Transportation,Medium,Sydney,High,High,Project Management,89425.82819575544,No,Decline,Mid,High_High
Data Scientist,Technology,Small,London,Medium,High,Cybersecurity,86925.2485534556,No,Decline,Mid,High_Medium
Ai Researcher,Entertainment,Small,Sydney,High,Medium,Marketing,119754.54071316532,No,Stable,Very High,Medium_High
Sales Manager,Technology,Small,San Francisco,Medium,Low,Cybersecurity,91705.62635931476,No,Stable,Mid,Low_Medium
Marketing Specialist,Technology,Small,San Francisco,Medium,Low,Marketing,106177.8584021202,No,Stable,Very High,Low_Medium
Ai Researcher,Transportation,Medium,Singapore,Low,High,Sales,100929.27528295324,Yes,Decline,High,High_Low
Cybersecurity Analyst,Healthcare,Large,Toronto,High,High,Marketing,117188.22839922798,Yes,Growth,Very High,High_High
Software Engineer,Manufacturing,Small,London,Medium,High,Machine Learning,85217.52610994082,Yes,Growth,Mid,High_Medium
Data Scientist,Energy,Large,New York,Medium,High,Marketing,127392.30661009034,No,Stable,Very High,High_Medium
Marketing Specialist,Energy,Small,Dubai,Low,Medium,Python,50286.7568720137,No,Decline,Low,Medium_Low
Ai Researcher,Finance,Small,Sydney,Low,Low,Python,107149.46996002473,No,Growth,Very High,Low_Low
Software Engineer,Transportation,Large,Toronto,High,High,Ux/Ui Design,72667.60782671736,No,Stable,Low,High_High
Hr Manager,Finance,Medium,Singapore,Medium,Medium,Machine Learning,80145.00894440095,No,Growth,Mid,Medium_Medium
Data Scientist,Education,Small,Tokyo,High,High,Machine Learning,101388.28533802072,No,Growth,High,High_High
Data Scientist,Education,Small,New York,Medium,High,Project Management,101228.04099695486,Yes,Decline,High,High_Medium
Hr Manager,Finance,Small,Paris,High,Low,Machine Learning,102128.56027380144,Yes,Decline,High,Low_High
Sales Manager,Transportation,Large,Toronto,Low,High,Project Management,62276.84111789524,Yes,Growth,Low,High_Low
Hr Manager,Finance,Medium,Tokyo,Medium,Low,Ux/Ui Design,118980.6046255848,Yes,Stable,Very High,Low_Medium
Data Scientist,Energy,Large,London,High,Low,Ux/Ui Design,71987.05763544649,Yes,Decline,Low,Low_High
Data Scientist,Telecommunications,Large,Singapore,Low,Low,Sales,74654.25819549602,No,Growth,Low,Low_Low
Ai Researcher,Retail,Medium,New York,Low,Medium,Python,102757.93476333655,No,Decline,High,Medium_Low
Ux Designer,Technology,Large,New York,High,Medium,Marketing,84265.57650477519,No,Decline,Mid,Medium_High
Software Engineer,Retail,Medium,New York,Medium,Low,Marketing,96165.21681124983,No,Decline,High,Low_Medium
Hr Manager,Transportation,Small,London,Medium,High,Communication,46867.98606734424,No,Growth,Low,High_Medium
Software Engineer,Retail,Medium,Sydney,Low,Low,Communication,95686.48899038463,No,Stable,High,Low_Low
Hr Manager,Education,Small,Paris,Medium,High,Javascript,94356.6375902443,Yes,Stable,High,High_Medium
Cybersecurity Analyst,Entertainment,Large,London,Medium,Low,Cybersecurity,79802.82924471433,No,Stable,Mid,Low_Medium
Data Scientist,Technology,Large,Dubai,Medium,High,Sales,48518.48080470421,No,Decline,Low,High_Medium
Ux Designer,Manufacturing,Small,Paris,Low,Medium,Javascript,85743.8347703679,No,Growth,Mid,Medium_Low
Ai Researcher,Transportation,Large,San Francisco,High,High,Javascript,89252.52280402774,No,Decline,Mid,High_High
Ux Designer,Technology,Medium,Singapore,Medium,Low,Data Analysis,82655.4201933901,Yes,Stable,Mid,Low_Medium
Ux Designer,Retail,Small,London,Low,Medium,Data Analysis,53276.51071135004,Yes,Stable,Low,Medium_Low
Ux Designer,Education,Large,Tokyo,Low,High,Javascript,121894.68014633832,No,Growth,Very High,High_Low
Software Engineer,Healthcare,Small,Paris,High,High,Machine Learning,77222.76944111254,Yes,Decline,Low,High_High
Hr Manager,Telecommunications,Medium,Dubai,Medium,High,Cybersecurity,85555.90674154198,Yes,Stable,Mid,High_Medium
Operations Manager,Manufacturing,Medium,San Francisco,Medium,High,Sales,41810.51357563419,No,Growth,Low,High_Medium
Cybersecurity Analyst,Telecommunications,Large,Sydney,High,High,Javascript,121897.10697396414,No,Decline,Very High,High_High
Marketing Specialist,Technology,Medium,Tokyo,High,Medium,Marketing,80669.00136531888,No,Decline,Mid,Medium_High
Ux Designer,Education,Small,Paris,Low,Medium,Cybersecurity,91969.25634148406,No,Stable,Mid,Medium_Low
Sales Manager,Education,Medium,Singapore,Low,Medium,Data Analysis,112414.74889633304,No,Stable,Very High,Medium_Low
Software Engineer,Retail,Small,Tokyo,High,Medium,Marketing,76473.91590566748,Yes,Decline,Low,Medium_High
Ai Researcher,Energy,Small,San Francisco,Medium,Low,Data Analysis,109264.89974773087,No,Decline,Very High,Low_Medium
Marketing Specialist,Retail,Medium,Tokyo,Low,Medium,Data Analysis,48773.49088117717,No,Stable,Low,Medium_Low
Operations Manager,Energy,Large,Berlin,Low,High,Cybersecurity,101019.73315142626,No,Decline,High,High_Low
Sales Manager,Energy,Medium,Toronto,Medium,High,Data Analysis,121444.84333039304,Yes,Stable,Very High,High_Medium
Operations Manager,Manufacturing,Small,Sydney,Low,Medium,Ux/Ui Design,78391.66305563941,No,Decline,Low,Medium_Low
Marketing Specialist,Retail,Small,San Francisco,Medium,High,Python,112377.63240596798,No,Stable,Very High,High_Medium
Ux Designer,Healthcare,Medium,Tokyo,Medium,Medium,Ux/Ui Design,126678.45304387566,No,Growth,Very High,Medium_Medium
Sales Manager,Finance,Large,Toronto,Medium,High,Python,84903.16323891962,Yes,Stable,Mid,High_Medium
Operations Manager,Finance,Large,Toronto,High,Low,Communication,83249.43428300279,No,Stable,Mid,Low_High
Ai Researcher,Retail,Small,Tokyo,High,Low,Communication,72034.12508335392,No,Growth,Low,Low_High
Hr Manager,Retail,Small,Singapore,High,Medium,Data Analysis,79805.39689629733,No,Decline,Mid,Medium_High
Data Scientist,Telecommunications,Large,Berlin,Medium,Medium,Sales,73692.80219454759,Yes,Growth,Low,Medium_Medium
